Device,shop_order,Feature,Actual,Tol-,Tol+,Deviation,Tendency,Run Date,Run Time,,,
141,1525034,REAR,0.005,0.0015,0.0015,0.0005,0.333,6/25/2024,11:46:46,,,
141,1525034,BASE,0.0049,0.0015,0.0015,0.0004,0.267,6/25/2024,11:46:46,,,
141,1525034,MID,0.0056,0.0015,0.0015,0.0011,0.733,6/25/2024,11:46:46,,,
141,1525034,TIP,0.0064,0.0015,0.0015,0.0019,1.267,6/25/2024,11:46:46,,,
142,1525034,REAR,0.0068,0.0015,0.0015,0.0023,1.533,6/25/2024,11:47:33,,,
142,1525034,BASE,0.0065,0.0015,0.0015,0.002,1.333,6/25/2024,11:47:33,,,
142,1525034,MID,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,11:47:33,,,
142,1525034,TIP,0.0066,0.0015,0.0015,0.0021,1.4,6/25/2024,11:47:33,,,
143,1525034,REAR,0.0053,0.0015,0.0015,0.0008,0.533,6/25/2024,11:49:00,,,
143,1525034,BASE,0.0052,0.0015,0.0015,0.0007,0.467,6/25/2024,11:49:00,,,
143,1525034,MID,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,11:49:00,,,
143,1525034,TIP,0.0056,0.0015,0.0015,0.0011,0.733,6/25/2024,11:49:00,,,
144,1525034,REAR,0.0054,0.0015,0.0015,0.0009,0.6,6/25/2024,11:51:26,,,
144,1525034,BASE,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,11:51:26,,,
144,1525034,MID,0.0067,0.0015,0.0015,0.0022,1.467,6/25/2024,11:51:26,,,
144,1525034,TIP,0.0073,0.0015,0.0015,0.0028,1.867,6/25/2024,11:51:26,,,
145,1525034,REAR,0.0057,0.0015,0.0015,0.0012,0.8,6/25/2024,11:52:09,,,
145,1525034,BASE,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,11:52:09,,,
145,1525034,MID,0.006,0.0015,0.0015,0.0015,1,6/25/2024,11:52:09,,,
145,1525034,TIP,0.0066,0.0015,0.0015,0.0021,1.4,6/25/2024,11:52:09,,,
146,1525034,REAR,0.0056,0.0015,0.0015,0.0011,0.733,6/25/2024,11:53:02,,,
146,1525034,BASE,0.0056,0.0015,0.0015,0.0011,0.733,6/25/2024,11:53:02,,,
146,1525034,MID,0.0061,0.0015,0.0015,0.0016,1.067,6/25/2024,11:53:02,,,
146,1525034,TIP,0.0073,0.0015,0.0015,0.0028,1.867,6/25/2024,11:53:02,,,
147,1525034,REAR,0.0051,0.0015,0.0015,0.0006,0.4,6/25/2024,11:55:31,,,
147,1525034,BASE,0.0049,0.0015,0.0015,0.0004,0.267,6/25/2024,11:55:31,,,
147,1525034,MID,0.0056,0.0015,0.0015,0.0011,0.733,6/25/2024,11:55:31,,,
147,1525034,TIP,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,11:55:31,,,
148,1525034,REAR,0.005,0.0015,0.0015,0.0005,0.333,6/25/2024,11:56:17,,,
148,1525034,BASE,0.0047,0.0015,0.0015,0.0002,0.133,6/25/2024,11:56:17,,,
148,1525034,MID,0.0052,0.0015,0.0015,0.0007,0.467,6/25/2024,11:56:17,,,
148,1525034,TIP,0.0065,0.0015,0.0015,0.002,1.333,6/25/2024,11:56:17,,,
149,1525034,REAR,0.0053,0.0015,0.0015,0.0008,0.533,6/25/2024,11:57:06,,,
149,1525034,BASE,0.0052,0.0015,0.0015,0.0007,0.467,6/25/2024,11:57:06,,,
149,1525034,MID,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,11:57:06,,,
149,1525034,TIP,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,11:57:06,,,
150,1525034,REAR,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,11:59:20,,,
150,1525034,BASE,0.0054,0.0015,0.0015,0.0009,0.6,6/25/2024,11:59:20,,,
150,1525034,MID,0.0061,0.0015,0.0015,0.0016,1.067,6/25/2024,11:59:20,,,
150,1525034,TIP,0.0072,0.0015,0.0015,0.0027,1.8,6/25/2024,11:59:20,,,
151,1525034,REAR,0.0056,0.0015,0.0015,0.0011,0.733,6/25/2024,12:00:07,,,
151,1525034,BASE,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,12:00:07,,,
151,1525034,MID,0.0067,0.0015,0.0015,0.0022,1.467,6/25/2024,12:00:07,,,
151,1525034,TIP,0.0079,0.0015,0.0015,0.0034,2.267,6/25/2024,12:00:07,,,
152,1525034,REAR,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,12:00:55,,,
152,1525034,BASE,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,12:00:55,,,
152,1525034,MID,0.0065,0.0015,0.0015,0.002,1.333,6/25/2024,12:00:55,,,
152,1525034,TIP,0.0075,0.0015,0.0015,0.003,2,6/25/2024,12:00:55,,,
153,1525034,REAR,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,12:02:56,,,
153,1525034,BASE,0.0061,0.0015,0.0015,0.0016,1.067,6/25/2024,12:02:56,,,
153,1525034,MID,0.0067,0.0015,0.0015,0.0022,1.467,6/25/2024,12:02:56,,,
153,1525034,TIP,0.0081,0.0015,0.0015,0.0036,2.4,6/25/2024,12:02:56,,,
154,1525034,REAR,0.0062,0.0015,0.0015,0.0017,1.133,6/25/2024,13:47:14,,,
154,1525034,BASE,0.006,0.0015,0.0015,0.0015,1,6/25/2024,13:47:14,,,
154,1525034,MID,0.0064,0.0015,0.0015,0.0019,1.267,6/25/2024,13:47:14,,,
154,1525034,TIP,0.0066,0.0015,0.0015,0.0021,1.4,6/25/2024,13:47:14,,,
155,1525034,REAR,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,13:48:18,,,
155,1525034,BASE,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,13:48:18,,,
155,1525034,MID,0.0056,0.0015,0.0015,0.0011,0.733,6/25/2024,13:48:18,,,
155,1525034,TIP,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,13:48:18,,,
156,1525034,REAR,0.0089,0.0015,0.0015,0.0044,2.933,6/25/2024,13:50:52,,,
156,1525034,BASE,0.0085,0.0015,0.0015,0.004,2.667,6/25/2024,13:50:52,,,
156,1525034,MID,0.0064,0.0015,0.0015,0.0019,1.267,6/25/2024,13:50:52,,,
156,1525034,TIP,0.0056,0.0015,0.0015,0.0011,0.733,6/25/2024,13:50:52,,,
157,1525034,REAR,0.0061,0.0015,0.0015,0.0016,1.067,6/25/2024,13:52:05,,,
157,1525034,BASE,0.006,0.0015,0.0015,0.0015,1,6/25/2024,13:52:05,,,
157,1525034,MID,0.0063,0.0015,0.0015,0.0018,1.2,6/25/2024,13:52:05,,,
157,1525034,TIP,0.0064,0.0015,0.0015,0.0019,1.267,6/25/2024,13:52:05,,,
158,1525034,REAR,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,13:53:05,,,
158,1525034,BASE,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,13:53:05,,,
158,1525034,MID,0.0057,0.0015,0.0015,0.0012,0.8,6/25/2024,13:53:05,,,
158,1525034,TIP,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,13:53:05,,,
159,1525034,REAR,0.005,0.0015,0.0015,0.0005,0.333,6/25/2024,13:57:09,,,
159,1525034,BASE,0.0048,0.0015,0.0015,0.0003,0.2,6/25/2024,13:57:09,,,
159,1525034,MID,0.0047,0.0015,0.0015,0.0002,0.133,6/25/2024,13:57:09,,,
159,1525034,TIP,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,13:57:09,,,
160,1525034,REAR,0.0051,0.0015,0.0015,0.0006,0.4,6/25/2024,13:58:05,,,
160,1525034,BASE,0.0048,0.0015,0.0015,0.0003,0.2,6/25/2024,13:58:05,,,
160,1525034,MID,0.0051,0.0015,0.0015,0.0006,0.4,6/25/2024,13:58:05,,,
160,1525034,TIP,0.0063,0.0015,0.0015,0.0018,1.2,6/25/2024,13:58:05,,,
161,1525034,REAR,0.0051,0.0015,0.0015,0.0006,0.4,6/25/2024,13:59:03,,,
161,1525034,BASE,0.005,0.0015,0.0015,0.0005,0.333,6/25/2024,13:59:03,,,
161,1525034,MID,0.0052,0.0015,0.0015,0.0007,0.467,6/25/2024,13:59:03,,,
161,1525034,TIP,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,13:59:03,,,
162,1525034,REAR,0.0053,0.0015,0.0015,0.0008,0.533,6/25/2024,14:03:34,,,
162,1525034,BASE,0.0053,0.0015,0.0015,0.0008,0.533,6/25/2024,14:03:34,,,
162,1525034,MID,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,14:03:34,,,
162,1525034,TIP,0.0065,0.0015,0.0015,0.002,1.333,6/25/2024,14:03:34,,,
163,1525034,REAR,0.0046,0.0015,0.0015,0.0001,0.067,6/25/2024,14:04:25,,,
163,1525034,BASE,0.0042,0.0015,0.0015,-0.0003,-0.2,6/25/2024,14:04:25,,,
163,1525034,MID,0.0049,0.0015,0.0015,0.0004,0.267,6/25/2024,14:04:25,,,
163,1525034,TIP,0.0041,0.0015,0.0015,-0.0004,-0.267,6/25/2024,14:04:25,,,
164,1525034,REAR,0.0063,0.0015,0.0015,0.0018,1.2,6/25/2024,14:05:14,,,
164,1525034,BASE,0.0066,0.0015,0.0015,0.0021,1.4,6/25/2024,14:05:14,,,
164,1525034,MID,0.0074,0.0015,0.0015,0.0029,1.933,6/25/2024,14:05:14,,,
164,1525034,TIP,0.006,0.0015,0.0015,0.0015,1,6/25/2024,14:05:14,,,
165,1525034,REAR,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,14:08:26,,,
165,1525034,BASE,0.006,0.0015,0.0015,0.0015,1,6/25/2024,14:08:26,,,
165,1525034,MID,0.0068,0.0015,0.0015,0.0023,1.533,6/25/2024,14:08:26,,,
165,1525034,TIP,0.0052,0.0015,0.0015,0.0007,0.467,6/25/2024,14:08:26,,,
166,1525034,REAR,0.0056,0.0015,0.0015,0.0011,0.733,6/25/2024,14:09:19,,,
166,1525034,BASE,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,14:09:19,,,
166,1525034,MID,0.006,0.0015,0.0015,0.0015,1,6/25/2024,14:09:19,,,
166,1525034,TIP,0.0066,0.0015,0.0015,0.0021,1.4,6/25/2024,14:09:19,,,
167,1525034,REAR,0.0093,0.0015,0.0015,0.0048,3.2,6/25/2024,14:10:14,,,
167,1525034,BASE,0.0087,0.0015,0.0015,0.0042,2.8,6/25/2024,14:10:14,,,
167,1525034,MID,0.0062,0.0015,0.0015,0.0017,1.133,6/25/2024,14:10:14,,,
167,1525034,TIP,0.0062,0.0015,0.0015,0.0017,1.133,6/25/2024,14:10:14,,,
168,1525034,REAR,0.0065,0.0015,0.0015,0.002,1.333,6/25/2024,14:12:26,,,
168,1525034,BASE,0.0064,0.0015,0.0015,0.0019,1.267,6/25/2024,14:12:26,,,
168,1525034,MID,0.006,0.0015,0.0015,0.0015,1,6/25/2024,14:12:26,,,
168,1525034,TIP,0.0061,0.0015,0.0015,0.0016,1.067,6/25/2024,14:12:26,,,
169,1525034,REAR,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,14:13:25,,,
169,1525034,BASE,0.006,0.0015,0.0015,0.0015,1,6/25/2024,14:13:25,,,
169,1525034,MID,0.0068,0.0015,0.0015,0.0023,1.533,6/25/2024,14:13:25,,,
169,1525034,TIP,0.0073,0.0015,0.0015,0.0028,1.867,6/25/2024,14:13:25,,,
170,1525034,REAR,0.0052,0.0015,0.0015,0.0007,0.467,6/25/2024,14:14:15,,,
170,1525034,BASE,0.0051,0.0015,0.0015,0.0006,0.4,6/25/2024,14:14:15,,,
170,1525034,MID,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,14:14:15,,,
170,1525034,TIP,0.0045,0.0015,0.0015,0,0,6/25/2024,14:14:15,,,
171,1525034,REAR,0.0068,0.0015,0.0015,0.0023,1.533,6/25/2024,14:18:32,,,
171,1525034,BASE,0.0063,0.0015,0.0015,0.0018,1.2,6/25/2024,14:18:32,,,
171,1525034,MID,0.0044,0.0015,0.0015,-0.0001,-0.067,6/25/2024,14:18:32,,,
171,1525034,TIP,0.0041,0.0015,0.0015,-0.0004,-0.267,6/25/2024,14:18:32,,,
172,1525034,REAR,0.0062,0.0015,0.0015,0.0017,1.133,6/25/2024,14:19:29,,,
172,1525034,BASE,0.0061,0.0015,0.0015,0.0016,1.067,6/25/2024,14:19:29,,,
172,1525034,MID,0.0061,0.0015,0.0015,0.0016,1.067,6/25/2024,14:19:29,,,
172,1525034,TIP,0.0063,0.0015,0.0015,0.0018,1.2,6/25/2024,14:19:29,,,
173,1525034,REAR,0.006,0.0015,0.0015,0.0015,1,6/25/2024,14:20:35,,,
173,1525034,BASE,0.006,0.0015,0.0015,0.0015,1,6/25/2024,14:20:35,,,
173,1525034,MID,0.0071,0.0015,0.0015,0.0026,1.733,6/25/2024,14:20:35,,,
173,1525034,TIP,0.0089,0.0015,0.0015,0.0044,2.933,6/25/2024,14:20:35,,,
174,1525034,REAR,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,14:24:13,,,
174,1525034,BASE,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,14:24:13,,,
174,1525034,MID,0.0063,0.0015,0.0015,0.0018,1.2,6/25/2024,14:24:13,,,
174,1525034,TIP,0.0069,0.0015,0.0015,0.0024,1.6,6/25/2024,14:24:13,,,
175,1525034,REAR,0.0052,0.0015,0.0015,0.0007,0.467,6/25/2024,14:25:29,,,
175,1525034,BASE,0.0049,0.0015,0.0015,0.0004,0.267,6/25/2024,14:25:29,,,
175,1525034,MID,0.005,0.0015,0.0015,0.0005,0.333,6/25/2024,14:25:29,,,
175,1525034,TIP,0.0061,0.0015,0.0015,0.0016,1.067,6/25/2024,14:25:29,,,
176,1525034,REAR,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,14:26:23,,,
176,1525034,BASE,0.0054,0.0015,0.0015,0.0009,0.6,6/25/2024,14:26:23,,,
176,1525034,MID,0.0054,0.0015,0.0015,0.0009,0.6,6/25/2024,14:26:23,,,
176,1525034,TIP,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,14:26:23,,,
177,1525034,REAR,0.0066,0.0015,0.0015,0.0021,1.4,6/25/2024,14:29:53,,,
177,1525034,BASE,0.0066,0.0015,0.0015,0.0021,1.4,6/25/2024,14:29:53,,,
177,1525034,MID,0.0074,0.0015,0.0015,0.0029,1.933,6/25/2024,14:29:53,,,
177,1525034,TIP,0.0086,0.0015,0.0015,0.0041,2.733,6/25/2024,14:29:53,,,
178,1525034,REAR,0.006,0.0015,0.0015,0.0015,1,6/25/2024,14:30:43,,,
178,1525034,BASE,0.006,0.0015,0.0015,0.0015,1,6/25/2024,14:30:43,,,
178,1525034,MID,0.0063,0.0015,0.0015,0.0018,1.2,6/25/2024,14:30:43,,,
178,1525034,TIP,0.0074,0.0015,0.0015,0.0029,1.933,6/25/2024,14:30:43,,,
179,1525034,REAR,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,14:31:32,,,
179,1525034,BASE,0.0057,0.0015,0.0015,0.0012,0.8,6/25/2024,14:31:32,,,
179,1525034,MID,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,14:31:32,,,
179,1525034,TIP,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,14:31:32,,,
180,1525034,REAR,0.0054,0.0015,0.0015,0.0009,0.6,6/25/2024,14:35:02,,,
180,1525034,BASE,0.0052,0.0015,0.0015,0.0007,0.467,6/25/2024,14:35:02,,,
180,1525034,MID,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,14:35:02,,,
180,1525034,TIP,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,14:35:02,,,
181,1525034,REAR,0.0048,0.0015,0.0015,0.0003,0.2,6/25/2024,14:36:04,,,
181,1525034,BASE,0.0044,0.0015,0.0015,-0.0001,-0.067,6/25/2024,14:36:04,,,
181,1525034,MID,0.005,0.0015,0.0015,0.0005,0.333,6/25/2024,14:36:04,,,
181,1525034,TIP,0.0039,0.0015,0.0015,-0.0006,-0.4,6/25/2024,14:36:04,,,
182,1525034,REAR,0.0047,0.0015,0.0015,0.0002,0.133,6/25/2024,14:37:26,,,
182,1525034,BASE,0.0043,0.0015,0.0015,-0.0002,-0.133,6/25/2024,14:37:26,,,
182,1525034,MID,0.005,0.0015,0.0015,0.0005,0.333,6/25/2024,14:37:26,,,
182,1525034,TIP,0.0049,0.0015,0.0015,0.0004,0.267,6/25/2024,14:37:26,,,
183,1525034,REAR,0.0051,0.0015,0.0015,0.0006,0.4,6/25/2024,14:48:04,,,
183,1525034,BASE,0.0052,0.0015,0.0015,0.0007,0.467,6/25/2024,14:48:04,,,
183,1525034,MID,0.0034,0.0015,0.0015,-0.0011,-0.733,6/25/2024,14:48:04,,,
183,1525034,TIP,0.0038,0.0015,0.0015,-0.0007,-0.467,6/25/2024,14:48:04,,,
184,1525034,REAR,0.0081,0.0015,0.0015,0.0036,2.4,6/25/2024,14:48:56,,,
184,1525034,BASE,0.0078,0.0015,0.0015,0.0033,2.2,6/25/2024,14:48:56,,,
184,1525034,MID,0.007,0.0015,0.0015,0.0025,1.667,6/25/2024,14:48:56,,,
184,1525034,TIP,0.006,0.0015,0.0015,0.0015,1,6/25/2024,14:48:56,,,
185,1525034,REAR,0.0053,0.0015,0.0015,0.0008,0.533,6/25/2024,14:49:44,,,
185,1525034,BASE,0.0052,0.0015,0.0015,0.0007,0.467,6/25/2024,14:49:44,,,
185,1525034,MID,0.0053,0.0015,0.0015,0.0008,0.533,6/25/2024,14:49:44,,,
185,1525034,TIP,0.0065,0.0015,0.0015,0.002,1.333,6/25/2024,14:49:44,,,
186,1525034,REAR,0.0077,0.0015,0.0015,0.0032,2.133,6/25/2024,14:53:15,,,
186,1525034,BASE,0.0072,0.0015,0.0015,0.0027,1.8,6/25/2024,14:53:15,,,
186,1525034,MID,0.0045,0.0015,0.0015,0,0,6/25/2024,14:53:15,,,
186,1525034,TIP,0.0043,0.0015,0.0015,-0.0002,-0.133,6/25/2024,14:53:15,,,
187,1525034,REAR,0.0063,0.0015,0.0015,0.0018,1.2,6/25/2024,14:54:08,,,
187,1525034,BASE,0.0063,0.0015,0.0015,0.0018,1.2,6/25/2024,14:54:08,,,
187,1525034,MID,0.0067,0.0015,0.0015,0.0022,1.467,6/25/2024,14:54:08,,,
187,1525034,TIP,0.006,0.0015,0.0015,0.0015,1,6/25/2024,14:54:08,,,
188,1525034,REAR,0.0062,0.0015,0.0015,0.0017,1.133,6/25/2024,14:54:58,,,
188,1525034,BASE,0.0064,0.0015,0.0015,0.0019,1.267,6/25/2024,14:54:58,,,
188,1525034,MID,0.0065,0.0015,0.0015,0.002,1.333,6/25/2024,14:54:58,,,
188,1525034,TIP,0.0043,0.0015,0.0015,-0.0002,-0.133,6/25/2024,14:54:58,,,
189,1525034,REAR,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,14:57:37,,,
189,1525034,BASE,0.0054,0.0015,0.0015,0.0009,0.6,6/25/2024,14:57:37,,,
189,1525034,MID,0.0063,0.0015,0.0015,0.0018,1.2,6/25/2024,14:57:37,,,
189,1525034,TIP,0.0079,0.0015,0.0015,0.0034,2.267,6/25/2024,14:57:37,,,
190,1525034,REAR,0.0048,0.0015,0.0015,0.0003,0.2,6/25/2024,14:58:33,,,
190,1525034,BASE,0.0045,0.0015,0.0015,0,0,6/25/2024,14:58:33,,,
190,1525034,MID,0.0048,0.0015,0.0015,0.0003,0.2,6/25/2024,14:58:33,,,
190,1525034,TIP,0.0036,0.0015,0.0015,-0.0009,-0.6,6/25/2024,14:58:33,,,
191,1525034,REAR,0.0053,0.0015,0.0015,0.0008,0.533,6/25/2024,14:59:26,,,
191,1525034,BASE,0.0053,0.0015,0.0015,0.0008,0.533,6/25/2024,14:59:26,,,
191,1525034,MID,0.0054,0.0015,0.0015,0.0009,0.6,6/25/2024,14:59:26,,,
191,1525034,TIP,0.006,0.0015,0.0015,0.0015,1,6/25/2024,14:59:26,,,
192,1525034,REAR,0.0057,0.0015,0.0015,0.0012,0.8,6/25/2024,15:04:02,,,
192,1525034,BASE,0.0057,0.0015,0.0015,0.0012,0.8,6/25/2024,15:04:02,,,
192,1525034,MID,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,15:04:02,,,
192,1525034,TIP,0.0062,0.0015,0.0015,0.0017,1.133,6/25/2024,15:04:02,,,
193,1525034,REAR,0.0051,0.0015,0.0015,0.0006,0.4,6/25/2024,15:04:56,,,
193,1525034,BASE,0.0049,0.0015,0.0015,0.0004,0.267,6/25/2024,15:04:56,,,
193,1525034,MID,0.0053,0.0015,0.0015,0.0008,0.533,6/25/2024,15:04:56,,,
193,1525034,TIP,0.0064,0.0015,0.0015,0.0019,1.267,6/25/2024,15:04:56,,,
194,1525034,REAR,0.0053,0.0015,0.0015,0.0008,0.533,6/25/2024,15:05:46,,,
194,1525034,BASE,0.0052,0.0015,0.0015,0.0007,0.467,6/25/2024,15:05:46,,,
194,1525034,MID,0.0056,0.0015,0.0015,0.0011,0.733,6/25/2024,15:05:46,,,
194,1525034,TIP,0.0064,0.0015,0.0015,0.0019,1.267,6/25/2024,15:05:46,,,
195,1525034,REAR,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,15:08:41,,,
195,1525034,BASE,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,15:08:41,,,
195,1525034,MID,0.0075,0.0015,0.0015,0.003,2,6/25/2024,15:08:41,,,
195,1525034,TIP,0.0088,0.0015,0.0015,0.0043,2.867,6/25/2024,15:08:41,,,
196,1525034,REAR,0.0057,0.0015,0.0015,0.0012,0.8,6/25/2024,15:09:37,,,
196,1525034,BASE,0.0057,0.0015,0.0015,0.0012,0.8,6/25/2024,15:09:37,,,
196,1525034,MID,0.0056,0.0015,0.0015,0.0011,0.733,6/25/2024,15:09:37,,,
196,1525034,TIP,0.0061,0.0015,0.0015,0.0016,1.067,6/25/2024,15:09:37,,,
197,1525034,REAR,0.006,0.0015,0.0015,0.0015,1,6/25/2024,15:10:30,,,
197,1525034,BASE,0.0061,0.0015,0.0015,0.0016,1.067,6/25/2024,15:10:30,,,
197,1525034,MID,0.007,0.0015,0.0015,0.0025,1.667,6/25/2024,15:10:30,,,
197,1525034,TIP,0.0075,0.0015,0.0015,0.003,2,6/25/2024,15:10:30,,,
198,1525034,REAR,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,15:37:40,,,
198,1525034,BASE,0.006,0.0015,0.0015,0.0015,1,6/25/2024,15:37:40,,,
198,1525034,MID,0.0068,0.0015,0.0015,0.0023,1.533,6/25/2024,15:37:40,,,
198,1525034,TIP,0.0078,0.0015,0.0015,0.0033,2.2,6/25/2024,15:37:40,,,
199,1525034,REAR,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,15:38:42,,,
199,1525034,BASE,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,15:38:42,,,
199,1525034,MID,0.0065,0.0015,0.0015,0.002,1.333,6/25/2024,15:38:42,,,
199,1525034,TIP,0.0067,0.0015,0.0015,0.0022,1.467,6/25/2024,15:38:42,,,
200,1525034,REAR,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,15:39:37,,,
200,1525034,BASE,0.0054,0.0015,0.0015,0.0009,0.6,6/25/2024,15:39:37,,,
200,1525034,MID,0.0062,0.0015,0.0015,0.0017,1.133,6/25/2024,15:39:37,,,
200,1525034,TIP,0.0061,0.0015,0.0015,0.0016,1.067,6/25/2024,15:39:37,,,
201,1525034,REAR,0.0056,0.0015,0.0015,0.0011,0.733,6/25/2024,15:42:19,,,
201,1525034,BASE,0.0054,0.0015,0.0015,0.0009,0.6,6/25/2024,15:42:19,,,
201,1525034,MID,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,15:42:19,,,
201,1525034,TIP,0.0069,0.0015,0.0015,0.0024,1.6,6/25/2024,15:42:19,,,
202,1525034,REAR,0.0064,0.0015,0.0015,0.0019,1.267,6/25/2024,15:43:10,,,
202,1525034,BASE,0.0065,0.0015,0.0015,0.002,1.333,6/25/2024,15:43:10,,,
202,1525034,MID,0.0034,0.0015,0.0015,-0.0011,-0.733,6/25/2024,15:43:10,,,
202,1525034,TIP,0.0052,0.0015,0.0015,0.0007,0.467,6/25/2024,15:43:10,,,
203,1525034,REAR,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,15:44:03,,,
203,1525034,BASE,0.0057,0.0015,0.0015,0.0012,0.8,6/25/2024,15:44:03,,,
203,1525034,MID,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,15:44:03,,,
203,1525034,TIP,0.0053,0.0015,0.0015,0.0008,0.533,6/25/2024,15:44:03,,,
204,1525034,REAR,0.0063,0.0015,0.0015,0.0018,1.2,6/25/2024,15:46:15,,,
204,1525034,BASE,0.0063,0.0015,0.0015,0.0018,1.2,6/25/2024,15:46:15,,,
204,1525034,MID,0.0066,0.0015,0.0015,0.0021,1.4,6/25/2024,15:46:15,,,
204,1525034,TIP,0.0071,0.0015,0.0015,0.0026,1.733,6/25/2024,15:46:15,,,
205,1525034,REAR,0.0061,0.0015,0.0015,0.0016,1.067,6/25/2024,15:47:45,,,
205,1525034,BASE,0.0062,0.0015,0.0015,0.0017,1.133,6/25/2024,15:47:45,,,
205,1525034,MID,0.007,0.0015,0.0015,0.0025,1.667,6/25/2024,15:47:45,,,
205,1525034,TIP,0.007,0.0015,0.0015,0.0025,1.667,6/25/2024,15:47:45,,,
206,1525034,REAR,0.0058,0.0015,0.0015,0.0013,0.867,6/25/2024,15:49:24,,,
206,1525034,BASE,0.0059,0.0015,0.0015,0.0014,0.933,6/25/2024,15:49:24,,,
206,1525034,MID,0.0066,0.0015,0.0015,0.0021,1.4,6/25/2024,15:49:24,,,
206,1525034,TIP,0.0071,0.0015,0.0015,0.0026,1.733,6/25/2024,15:49:24,,,
207,1525034,REAR,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,15:51:30,,,
207,1525034,BASE,0.0054,0.0015,0.0015,0.0009,0.6,6/25/2024,15:51:30,,,
207,1525034,MID,0.0063,0.0015,0.0015,0.0018,1.2,6/25/2024,15:51:30,,,
207,1525034,TIP,0.0068,0.0015,0.0015,0.0023,1.533,6/25/2024,15:51:30,,,
208,1525034,REAR,0.0063,0.0015,0.0015,0.0018,1.2,6/25/2024,15:53:12,,,
208,1525034,BASE,0.0065,0.0015,0.0015,0.002,1.333,6/25/2024,15:53:12,,,
208,1525034,MID,0.0069,0.0015,0.0015,0.0024,1.6,6/25/2024,15:53:12,,,
208,1525034,TIP,0.0078,0.0015,0.0015,0.0033,2.2,6/25/2024,15:53:12,,,
209,1525034,REAR,0.0051,0.0015,0.0015,0.0006,0.4,6/25/2024,15:54:04,,,
209,1525034,BASE,0.005,0.0015,0.0015,0.0005,0.333,6/25/2024,15:54:04,,,
209,1525034,MID,0.0054,0.0015,0.0015,0.0009,0.6,6/25/2024,15:54:04,,,
209,1525034,TIP,0.0057,0.0015,0.0015,0.0012,0.8,6/25/2024,15:54:04,,,
210,1525034,REAR,0.0056,0.0015,0.0015,0.0011,0.733,6/25/2024,15:57:50,,,
210,1525034,BASE,0.0057,0.0015,0.0015,0.0012,0.8,6/25/2024,15:57:50,,,
210,1525034,MID,0.0069,0.0015,0.0015,0.0024,1.6,6/25/2024,15:57:50,,,
210,1525034,TIP,0.0079,0.0015,0.0015,0.0034,2.267,6/25/2024,15:57:50,,,
211,1525034,REAR,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,15:58:48,,,
211,1525034,BASE,0.0055,0.0015,0.0015,0.001,0.667,6/25/2024,15:58:48,,,
